title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis
Caffeine increases motor output entropy and performance in 4 km cycling time trial	10.1371/journal.pone.0236592	http://dx.doi.org/10.1371/journal.pone.0236592	1932-6203	PLOS ONE	Bruno Ferreira Viana			2020	1697283011	0	0	0	4	24	0	17	0	21	0	38	49	TRUE	Bruno Ferreira Viana, Gabriel S. Trajano, Carlos Ugrinowitsch, Flávio Oliveira Pires	1932-6203	4	6.0	0.839	A1
Can Heart Rate Variability be used to Estimate Gas Exchange Threshold in Obese Adolescents?	10.1055/s-0034-1398654	http://dx.doi.org/10.1055/s-0034-1398654	0172-4622	International Journal of Sports Medicine	F Vasconcellos			2015	1428387219	1	0	0	0	6	0	5	0	6	0	108	4	FALSE	F Vasconcellos, A Seabra, R Montenegro, F Cunha, E Bouskela, P Farinatti	0172-4622	12	5.4	0.73	A2
Can Transcranial Direct Current Stimulation Improve the Resistance Strength and Decrease the Rating Perceived Scale in Recreational Weight-Training Experience?	10.1519/jsc.0000000000001457	http://dx.doi.org/10.1519/jsc.0000000000001457	1064-8011	Journal of Strength & Conditioning Research	Eduardo Lattari			2016	1482933684	0	0	0	0	7	0	6	0	6	0	126	4	TRUE	Eduardo Lattari, Maria L. Andrade, Alberto S. Filho, Antônio M. Moura, Geraldo M. Neto, Júlio G. Silva, Nuno B. Rocha, Ti-Fei Yuan, Oscar Arias-Carrión, Sérgio Machado	1064-8011	50	6.8	1.141	A2
Cardiac autonomic dysfunction in anabolic steroid users	10.1111/j.1600-0838.2011.01436.x	http://dx.doi.org/10.1111/j.1600-0838.2011.01436.x	0905-7188	Scandinavian Journal of Medicine & Science in Sports	A. S. Maior			2012	1691578683	0	0	0	0	3	0	2	0	2	0	79	1	FALSE	A. S. Maior, A. R. Carvalho, S. R. Marques‐Neto, P. Menezes, P. P. Soares, J. H. M. Nascimento	0905-7188	18	7.8	1.485	A1
Cardiac autonomic response after cranial technique of the fourth ventricle (cv4) compression in systemic hypertensive subjects	10.1016/j.jbmt.2017.11.013	http://dx.doi.org/10.1016/j.jbmt.2017.11.013	1360-8592	Journal of Bodywork & Movement Therapies	Ana Christina Certain Curi			2017	1653438383	10	0	0	0	27	0	10	0	20	0	154	11	FALSE	Ana Christina Certain Curi, Alex Souto Maior Alves, Julio Guilherme Silva	1360-8592	16	2.5	0.48	A2
Cardiorespiratory Response to Six-Minute Step Test in Post COVID-19 Patients—A Cross Sectional Study	10.3390/healthcare11101386	http://dx.doi.org/10.3390/healthcare11101386	2227-9032	Healthcare	Amna Omar			2023	1685652591	0	0	0	0	3	0	3	0	3	0	17	3	TRUE	Amna Omar, Arthur de Sá Ferreira, Fatma A. Hegazy, Gopala Krishna Alaparthi	2227-9032	1	4.9	0.606	A3
Cardiovascular Autonomic Dysfunction in Patients with Morbid Obesity	10.5935/abc.20150125	http://dx.doi.org/10.5935/abc.20150125	0066-782X	Arquivos Brasileiros de Cardiologia	Maurício de Sant Anna			2015	1446832199	0	0	0	0	1	0	1	0	1	0	43	1	TRUE	Maurício de Sant Anna, João Regis Ivar Carneiro, Renata Ferreira Carvalhal, Diego de Faria Magalhães Torres, Gustavo Gavina da Cruz, José Carlos do Vale Quaresma, Jocemir Ronaldo Lugon, Fernando Silva Guimarães	0066-782X	1	3.4	0.363	B2
Central Sensitization Inventory is a useless instrument for detection of the impairment of the conditioned pain modulation in patients with chronic musculoskeletal pain	10.1016/j.jbspin.2020.105127	http://dx.doi.org/10.1016/j.jbspin.2020.105127	1297-319X	Joint Bone Spine	Márcia Cliton Bezerra			2021	1681244159	0	0	0	0	26	0	14	0	14	0	55	7	FALSE	Márcia Cliton Bezerra, Juliana Valentim Bittencourt, Felipe José Jandre Reis, Renato Santos de Almeida, Ney Armando Mello Meziat-Filho, Leandro Alberto Calazans Nogueira	1297-319X	17	4.4	0.81	A3
Central sensitization patients present different characteristics compared with other musculoskeletal patients: A case–control study	10.3109/21679169.2016.1150509	http://dx.doi.org/10.3109/21679169.2016.1150509	2167-9169	The European Journal Of Physiotherapy	Leandro Alberto Calazans Nogueira			2016	1479177205	0	0	0	0	15	0	12	0	12	0	55	7	FALSE	Leandro Alberto Calazans Nogueira, Aline De Oliveira Chaves, Ariane Dos Santos Wendt, Raphael Luz Soares De Souza, Felipe José Jandre Reis, Fernanda Guimarães De Andrade	2167-9169	12	2.0	0.418	NA
Cerebral Dynamics during the Observation of Point-Light Displays Depicting Postural Adjustments	10.3389/fnhum.2017.00217	http://dx.doi.org/10.3389/fnhum.2017.00217	1662-5161	Frontiers in Human Neuroscience	Eduardo F. Martins			2017	1494702974	0	0	0	0	3	0	3	0	3	0	35	1	TRUE	Eduardo F. Martins, Thiago Lemos, Ghislain Saunier, Thierry Pozzo, Daniel Fraiman, Claudia D. Vargas	1662-5161	5	4.4	0.787	A2
Challenges and Perspectives for Research on Work Ability in Professional Drivers: A Scoping Review	10.7888/juoeh.44.25	http://dx.doi.org/10.7888/juoeh.44.25	0387-821X	Journal of UOEH	Cynthia Mara Zilli Casagrande			2022	1646997650	0	0	0	0	1	0	1	0	1	0	15	1	TRUE	Cynthia Mara Zilli Casagrande, Arthur de Sá Ferreira	0387-821X	1	1.4	0.204	NA
Changes in alpha band activity associated with application of the compression of fourth ventricular (CV-4) osteopathic procedure: A qEEG pilot study	10.1016/j.jbmt.2012.10.002	http://dx.doi.org/10.1016/j.jbmt.2012.10.002	1360-8592	Journal of Bodywork & Movement Therapies	Luiz Miana			2012	1555027200	6	0	0	0	11	0	4	0	11	1	121	7	FALSE	Luiz Miana, Victor Hugo do Vale Bastos, Sergio Machado, Oscar Arias-Carrión, Antonio Egidio Nardi, Laís Almeida, Pedro Ribeiro, Dionis Machado, Hollis King, Julio Guilherme Silva	1360-8592	26	2.5	0.48	A2
Changes in Cortical Activity During Real and Imagined Movements: an ERP Study	10.2174/1745017901309010196	http://dx.doi.org/10.2174/1745017901309010196	1745-0179	Clinical Practice and Epidemiology in Mental Health	Sergio Machado			2013	1498785017	0	0	0	0	1	0	1	0	1	0	49	1	TRUE	Sergio Machado, Oscar Arias-Carrión, Flávia Paes, Pedro Ribeiro, Mauricio Cagy, Roberto Piedade, Leonardo Ferreira Almada, Renato Anghinah, Luis Basile, Maria Francesca Moro, Marco Orsini, Julio Guilherme Silva, Adriana Cardoso Silva, Antonio E. Nardi	1745-0179	7	5.1	0.765	A4
Changes in the distribution of muscle activity when using a passive trunk exoskeleton depend on the type of working task: A high-density surface EMG study	10.1016/j.jbiomech.2021.110846	http://dx.doi.org/10.1016/j.jbiomech.2021.110846	0021-9290	Journal of Biomechanics	F.V. dos Anjos			2021	1649360600	0	0	0	0	14	0	14	0	14	0	43	10	FALSE	F.V. dos Anjos, M. Ghislieri, G.L. Cerone, T.P. Pinto, M. Gazzoni	0021-9290	6	4.9	0.734	A1
Changing beliefs for changing movement and pain: Classification-based cognitive functional therapy (CB–CFT) for chronic non-specific low back pain	10.1016/j.math.2015.04.013	http://dx.doi.org/10.1016/j.math.2015.04.013	2468-8630	Musculoskeletal Science and Practice	N. Meziat Filho			2015	1430082003	1	0	0	0	1	0	0	0	1	0	270	1	FALSE	N. Meziat Filho	2468-8630	12	3.9	0.755	A2
Characteristics and prevalence of musculoskeletal injury in professional and non-professional ballet dancers	10.1590/bjpt-rbf.2014.0142	http://dx.doi.org/10.1590/bjpt-rbf.2014.0142	0211-5638	Fisioterapia : organo de la Asociacion Espanola de Fisioterapia.	Michelle S. S. Costa			2016	1646910185	0	0	0	0	1	0	1	0	1	0	273	1	TRUE	Michelle S. S. Costa, Arthur S. Ferreira, Marco Orsini, Elirez B. Silva, Lilian R. Felicio	0211-5638	40	0.4	0.138	B2
Choosing Wisely Brazil: top 5 low-value practices that should be avoided in musculoskeletal physical therapy	10.1016/j.physio.2021.03.003	http://dx.doi.org/10.1016/j.physio.2021.03.003	0031-9406	Physiotherapy / Fizjoterapia	F.J.J. Reis			2021	1692010596	1	0	0	0	64	0	33	0	34	0	21	22	FALSE	F.J.J. Reis, N. Meziat-Filho, R.J. Soares, L.C.L. Correia	0031-9406	3	5.7	0.91	A1
Chronic low back pain and back muscle activity during functional tasks	10.1016/j.gaitpost.2018.01.021	http://dx.doi.org/10.1016/j.gaitpost.2018.01.021	0966-6362	Gait & Posture	Maicom Lima			2018	1683295200	4	1	0	1	29	0	15	0	21	0	235	29	FALSE	Maicom Lima, Arthur Sá Ferreira, Felipe José Jandre Reis, Vanessa Paes, Ney Meziat-Filho	0966-6362	37	4.8	0.724	A2
Chronic low back pain and disability in Brazilian jiu-jitsu athletes	10.1016/j.ptsp.2015.02.005	http://dx.doi.org/10.1016/j.ptsp.2015.02.005	1466-853X	Physical Therapy in Sport	Felipe J.J. Reis			2015	1591112421	2	0	0	0	31	0	20	0	22	0	150	15	FALSE	Felipe J.J. Reis, Mariana D. Dias, Flavia Newlands, Ney Meziat-Filho, Adriana R. Macedo	1466-853X	17	4.5	0.873	A3
Clinical and functional variables can predict general fatigue in patients with acromegaly: an explanatory model approach	10.20945/2359-3997000000127	http://dx.doi.org/10.20945/2359-3997000000127	2359-3997	Archives of Endocrinology and Metabolism	André da Cunha Michalski			2019	1643976962	0	0	0	0	2	0	2	0	2	0	29	1	TRUE	André da Cunha Michalski, Arthur de Sá Ferreira, Leandro Kasuki, Monica R. Gadelha, Agnaldo José Lopes, Fernando Silva Guimarães	2359-3997	0	3.1	0.461	B2
Cognitive functional therapy (CFT) compared with core training exercise (CTE) in patients with failed back surgery syndrome (FBSS): A study protocol for a randomized controlled trial	10.1016/j.jbmt.2020.08.016	http://dx.doi.org/10.1016/j.jbmt.2020.08.016	1360-8592	Journal of Bodywork & Movement Therapies	Leonardo Avila			2020	1621252716	0	0	0	0	4	0	3	0	3	0	71	2	FALSE	Leonardo Avila, Marcos Lisboa Neves, André Rogério Abreu, Cibelle Ramos Fiuza, Leandro Fukusawa, Ney Meziat-Filho, Adair Roberto Soares Santos	1360-8592	5	2.5	0.48	A2
Cognitive Functional Therapy (CFT) for chronic non-specific neck pain	10.1016/j.jbmt.2017.03.010	http://dx.doi.org/10.1016/j.jbmt.2017.03.010	1360-8592	Journal of Bodywork & Movement Therapies	Ney Meziat-Filho			2018	1517841330	5	0	0	0	30	0	18	0	23	0	135	12	FALSE	Ney Meziat-Filho, Maicom Lima, Jessica Fernandez, Felipe J.J. Reis	1360-8592	2	2.5	0.48	A2
Cognitive functional therapy compared with core exercise and manual therapy in patients with chronic low back pain: randomised controlled trial	10.1097/j.pain.0000000000002644	http://dx.doi.org/10.1097/j.pain.0000000000002644	0304-3959	Pain (03043959)	Julia Castro			2022	1683148562	2	0	0	0	175	0	134	0	136	0	130	81	FALSE	Julia Castro, Luis Correia, Bruno de Sousa Donato, Bruno Arruda, Felipe Agulhari, Marina J. Pellegrini, Fabiana T.C. Belache, Cíntia P. de Souza, Jessica Fernandez, Leandro A.C. Nogueira, Felipe J.J. Reis, Arthur de Sá Ferreira, Ney Meziat-Filho	0304-3959	14	12.5	2.376	A1
Cognitive functional therapy for chronic disabling low back pain	10.1016/s0140-6736(23)00571-8	http://dx.doi.org/10.1016/s0140-6736(23)00571-8	0140-6736	The Lancet	Ney Meziat-Filho			2023	1693304264	0	0	0	0	46	0	36	0	36	0	34	23	FALSE	Ney Meziat-Filho, Jessica Fernandez, Julia Castro	0140-6736	1	133.2	12.113	A1
Combination of Hip Strengthening and Manipulative Therapy for the Treatment of Plantar Fasciitis: A Case Report	10.1016/j.jcm.2016.08.001	http://dx.doi.org/10.1016/j.jcm.2016.08.001	1556-3707	Journal of chiropractic medicine (Print)	Bruno Dos Santos			2016	1690761600	2	0	0	1	17	0	11	0	15	0	81	21	TRUE	Bruno Dos Santos, Leticia Amaral Corrêa, Luciano Teixeira Santos, Ney Armando Meziat Filho, Thiago Lemos, Leandro Alberto Calazans Nogueira	1556-3707	8	1.4	0.302	A1
Comment on the paper “Cognitive functional therapy in patients with non specific chronic low back pain”, by Vibe Fersum et al.	10.1002/ejp.1441	http://dx.doi.org/10.1002/ejp.1441	1090-3801	European Journal of Pain	Jessica Fernandez			2019	1598123266	1	0	0	0	14	0	11	0	12	0	27	7	TRUE	Jessica Fernandez, Arthur de Sá Ferreira, Julia Castro, Luis Claudio Lemos Correia, Ney Meziat‐Filho	1090-3801	4	6.8	1.132	A1
Comment on: Text neck misdiagnosed as fibromyalgia.	10.1093/rheumatology/keac642	http://dx.doi.org/10.1093/rheumatology/keac642	1462-0324	Rheumatology	Ney Meziat-Filho			2022	1668718820	0	0	0	0	9	0	6	0	6	0	6	4	FALSE	Ney Meziat-Filho, Tatiana Grasser, Igor Correia, Felipe J J Reis	1462-0324	1	8.8	1.721	A1
Comparison of neck extensor muscle endurance and cervical proprioception between asymptomatic individuals and patients with chronic neck pain	10.1016/j.jbmt.2020.12.040	http://dx.doi.org/10.1016/j.jbmt.2020.12.040	1360-8592	Journal of Bodywork & Movement Therapies	Ravi Shankar Reddy			2020	1643455431	0	0	0	0	6	0	4	0	4	0	47	3	FALSE	Ravi Shankar Reddy, Ney Meziat-Filho, Arthur Sá Ferreira, Jaya Shanker Tedla, Praveen Kumar Kandakurti, Venkata Nagaraj Kakaraparthi	1360-8592	22	2.5	0.48	A2
Comparison of the effects of hamstring stretching using proprioceptive neuromuscular facilitation with prior application of cryotherapy or ultrasound therapy	10.1589/jpts.27.1549	http://dx.doi.org/10.1589/jpts.27.1549	0915-5287	Journal of Physical Therapy Science	Francisco Elezier Xavier Magalhães			2015	1451984214	0	0	0	0	3	0	3	0	3	0	93	2	TRUE	Francisco Elezier Xavier Magalhães, Arlindo Rodrigues de Mesquita, Harnold’s Tyson de Sousa Meneses, Rayele Pricila Moreira dos Santos, Ezaine Costa Rodrigues, Samara Sousa Vasconcelos Gouveia, Guilherme Pertinni de Morais Gouveia, Marco Orsini, Victor Hugo do Vale Bastos, Dionis de Castro Dutra Machado	0915-5287	17	NA	NA	C
Computerized photogrammetric assessment of postural alignment in visually impaired athletes	10.1016/j.jbmt.2018.06.010	http://dx.doi.org/10.1016/j.jbmt.2018.06.010	1360-8592	Journal of Bodywork & Movement Therapies	Raphael C M Pereira			2018	1530710973	0	0	0	0	3	0	3	0	3	0	66	3	TRUE	Raphael C M Pereira, Patrícia S Vigário, Míriam R M Mainenti, Dalila T R Silva, Tatiana R L Lima, Thiago Lemos	1360-8592	4	2.5	0.48	A2
Concordar ou discordar: (eis) a questão da diversidade	10.1590/0103-5150.027.004.ed01	http://dx.doi.org/10.1590/0103-5150.027.004.ed01	0103-5150	Fisioterapia em Movimento				2014	1651574876	0	0	0	0	1	0	1	0	1	0	3	1	TRUE		0103-5150	0	0.3	NA	B1
Concurrent exercise circuit protocol performed in public fitness facilities meets the American College of Sports Medicine guidelines for energy cost and metabolic intensity among older adults in Rio de Janeiro City	10.1139/apnm-2018-0513	http://dx.doi.org/10.1139/apnm-2018-0513	1715-5312	Applied Physiology, Nutrition, and Metabolism	Felipe A. Cunha			2018	1544756132	0	0	0	0	3	0	3	0	3	0	51	2	FALSE	Felipe A. Cunha, Gabrielle S.M. Gomes, Joana Carvalho, Nádia S.L. da Silva	1715-5312	5	5.4	1.01	A3
Concurrent validation of the centre of pressure displacement analyzed by baropodometry in patients with chronic non-specific low back pain during functional tasks	10.1016/j.jbmt.2021.06.020	http://dx.doi.org/10.1016/j.jbmt.2021.06.020	1360-8592	Journal of Bodywork & Movement Therapies	Pedro Manoel Pena Junior			2021	1641813058	0	0	0	0	8	0	4	0	4	0	36	3	FALSE	Pedro Manoel Pena Junior, Arthur de Sá Ferreira, Gustavo Telles, Thiago Lemos, Leandro Alberto Calazans Nogueira	1360-8592	3	2.5	0.48	A2
Concurrent validity of the inertial sensors for assessment of balance control during quiet standing in patients with chronic low back pain and asymptomatic individuals	10.1080/03091902.2022.2043947	http://dx.doi.org/10.1080/03091902.2022.2043947	0309-1902	Journal of Medical Engineering & Technology	Gustavo Felicio Telles			2022	1657038779	0	0	0	0	9	0	6	0	6	0	9	4	FALSE	Gustavo Felicio Telles, Arthur de Sá Ferreira, Pedro Manoel Pena, Thiago Lemos, Juliana Valentim Bittencourt, Leandro Alberto Calazans Nogueira	0309-1902	2	3.6	0.377	B1
Consensus on evidence-based medicine curriculum contents for healthcare schools in Brazil	10.1136/bmjebm-2020-111397	http://dx.doi.org/10.1136/bmjebm-2020-111397	2515-446X	BMJ Evidence-Based Medicine	Gabriela Andrade Araujo			2021	1636750707	1	0	0	0	27	0	22	1	24	0	41	14	FALSE	Gabriela Andrade Araujo, Luis Claudio Lemos Correia, Julia Rodrigues Siqueira, Leandro Calazans Nogueira, Ney Meziat-Filho, Leonardo Oliveira Pena Costa, Felipe J Reis	2515-446X	4	7.4	1.317	A3
Continuous and Accumulated Bouts of Cycling Matched by Intensity and Energy Expenditure Elicit Similar Acute Blood Pressure Reductions in Prehypertensive Men	10.1519/jsc.0000000000002317	http://dx.doi.org/10.1519/jsc.0000000000002317	1064-8011	Journal of Strength & Conditioning Research	Guilherme F Fonseca			2018	1644403512	0	0	0	0	4	0	3	0	3	0	31	2	TRUE	Guilherme F Fonseca, Paulo T V Farinatti, Adrian W Midgley, Arthur Ferreira, Tainah de Paula, Walace D Monteiro, Felipe A Cunha	1064-8011	11	6.8	1.141	A2
Correlação entre função pulmonar, postura e composição corporal em pacientes com asma	10.1016/j.rppneu.2013.03.004	http://dx.doi.org/10.1016/j.rppneu.2013.03.004	0873-2159	Revista Portuguesa de Pneumologia	V.P. Almeida			2013	1384312765	1	0	0	0	4	0	3	0	4	0	42	3	TRUE	V.P. Almeida, F.S. Guimarães, V.J.R. Moço, S.L.S. Menezes, T.T. Mafort, A.J. Lopes	0873-2159	15	NA	NA	B2
Correlation Analysis of Lower-Limb Muscle Function With Clinical Status, Balance Tests, and Quality of Life in People With Parkinson Disease	10.1097/tgr.0000000000000343	http://dx.doi.org/10.1097/tgr.0000000000000343	0882-7524	Topics in Geriatric Rehabilitation	Rafael de Almeida Sá			2022	1644496268	0	0	0	0	2	0	2	0	2	0	13	1	FALSE	Rafael de Almeida Sá, Arthur de Sá Ferreira, Thiago Lemos, Laura Alice Santos de Oliveira	0882-7524	1	1.1	0.204	B1
Correlation between posture, balance control, and peripheral muscle function in adults with cystic fibrosis	10.3109/09593985.2013.820246	http://dx.doi.org/10.3109/09593985.2013.820246	0959-3985	Physiotherapy Theory & Practice	Tatiana Rafaela Lemos Lima			2013	1649440434	0	0	0	0	2	0	2	0	2	0	73	2	FALSE	Tatiana Rafaela Lemos Lima, Fernando Silva Guimarães, Arthur Sá Ferreira, Jennifer Taborda Silva Penafortes, Vívian Pinto Almeida, Agnaldo José Lopes	0959-3985	22	3.1	0.561	A4
Cough peak flow to predict the extubation outcome: Comparison between three cough stimulation methods	10.29390/cjrt-2020-037	http://dx.doi.org/10.29390/cjrt-2020-037	1205-9838	Canadian Journal of Respiratory Therapy	Christiane Melo Almeida			2020	1618594745	0	0	0	0	20	0	14	0	14	0	18	9	TRUE	Christiane Melo Almeida, Agnaldo José Lopes, Fernando Silva Guimarães	1205-9838	10	1.9	0.287	B1
Craniocervical Posture Assessed With Photogrammetry and the Accuracy of Palpation Methods for Locating the Seventh Cervical Spinous Process: A Cross-sectional Study	10.1016/j.jmpt.2020.07.012	http://dx.doi.org/10.1016/j.jmpt.2020.07.012	0161-4754	Journal of Manipulative & Physiological Therapeutics	Maria Letizia M Maddaluno			2021	1646229096	1	0	0	0	11	0	5	0	6	0	28	4	FALSE	Maria Letizia M Maddaluno, Ana Paula A Ferreira, Ana Carolina L C Tavares, Ney Meziat-Filho, Arthur S Ferreira	0161-4754	3	2.5	0.419	A2
Credibility, accuracy and readability of patient-oriented information about low back pain on Brazilian websites: a mixed-method review	10.5935/2595-0118.20220069-en	http://dx.doi.org/10.5935/2595-0118.20220069-en	2595-0118	Brazilian Journal Of Pain	Thamires Prazeres Alonso			2022	1695814862	0	0	0	0	3	0	3	0	3	0	1	2	TRUE	Thamires Prazeres Alonso, Raiany Pires dos Santos, Igor Macedo Tavares Correia, Leandro Alberto Calazans Nogueira, Ney Meziat, Felipe José Jandre Reis	2595-0118	0	NA	NA	B1
Cross-cultural adaptation of the painDETECT questionnaire into Brazilian Portuguese	10.1016/j.bjane.2021.06.013	http://dx.doi.org/10.1016/j.bjane.2021.06.013	0104-0014	Brazilian Journal of Anesthesiology (English edition)	Jéssica Pinto Martins do Rio			2022	1650368016	0	0	0	0	9	0	8	0	8	0	51	6	TRUE	Jéssica Pinto Martins do Rio, Juliana Valentim Bittencourt, Leticia Amaral Corrêa, Rainer Freynhagen, Felipe José Jandre dos Reis, Tamiris Barbosa de Melo, Diego Galace, Leandro Alberto Calazans Nogueira	0104-0014	4	NA	0.356	A4
Cross-cultural adaptation of the Richards-Campbell Sleep Questionnaire for intensive care unit inpatients in Brazil: internal consistency, test-retest reliability, and measurement error	10.1016/j.sleep.2021.06.039	http://dx.doi.org/10.1016/j.sleep.2021.06.039	1389-9457	Sleep Medicine	Natália Cunha Varella			2021	1641732102	0	0	0	0	4	0	2	0	2	0	22	1	FALSE	Natália Cunha Varella, Renato Santos Almeida, Leandro Alberto Calazans Nogueira, Arthur Sá Ferreira	1389-9457	3	7.2	1.368	A1
Current issues in the respiratory care of patients with amyotrophic lateral sclerosis	10.1590/0004-282x20150132	http://dx.doi.org/10.1590/0004-282x20150132	0004-282X	Arquivos de Neuro-Psiquiatria	Marco Orsini			2015	1586826460	0	0	0	0	2	0	2	0	2	0	95	2	TRUE	Marco Orsini, Agnaldo José Lopes, Sara Lucia Silveira de Menezes, Acary Bulle Oliveira, Marcos Raimundo Gomes de Freitas, Osvaldo Jose Moreira do Nascimento, Fernando Silva Guimarães	0004-282X	5	2.1	0.341	B2
Currents issues in cardiorespiratory care of patients with post-polio syndrome	10.1590/0004-282x20160072	http://dx.doi.org/10.1590/0004-282x20160072	0004-282X	Arquivos de Neuro-Psiquiatria	Marco Orsini			2016	1470838979	2	0	0	0	3	0	1	0	3	0	47	2	TRUE	Marco Orsini, Agnaldo J. Lopes, Fernando S. Guimarães, Marcos R. G. Freitas, Osvaldo J. M. Nascimento, Mauricio de Sant’ Anna, Pedro Moreira, Stenio Fiorelli, Ana Carolina A. F. Ferreira, Camila Pupe, Victor H. V. Bastos, Bruno Pessoa, Carlos B. Nogueira, Beny Schmidt, Olivia G. Souza, Eduardo R Davidovich, Acary S. B. Oliveira, Pedro Ribeiro	0004-282X	3	2.1	0.341	B2
Defining text neck: a scoping review	10.1007/s00586-023-07821-2	http://dx.doi.org/10.1007/s00586-023-07821-2	0940-6719	European Spine Journal	Tatiana Grasser			2023	1692954812	0	0	0	0	28	0	27	0	27	0	14	16	FALSE	Tatiana Grasser, Amabile Borges Dario, Patricia Carmo Silva Parreira, Igor Macedo Tavares Correia, Ney Meziat-Filho	0940-6719	0	4.7	1.042	A1
Determination of functional prognosis in hospitalized patients following an intensive care admission	10.5492/wjccm.v5.i4.219	http://dx.doi.org/10.5492/wjccm.v5.i4.219	2220-3141	World Journal of Critical Care Medicine	Natália A Ferreira			2016	1647424617	0	0	0	0	3	0	3	0	3	0	71	2	TRUE	Natália A Ferreira, Agnaldo José Lopes, Arthur S Ferreira, George Ntoumenopoulos, Jerffesson Dias, Fernando S Guimaraes	2220-3141	9	NA	NA	C
Development of a multivariable prediction model of functional exercise capacity in liver transplant recipients	10.1016/j.liver.2021.100067	http://dx.doi.org/10.1016/j.liver.2021.100067	2666-9676	Journal of Liver Transplantation	Maria Goreti Angelino Willuweit			2022	1645695430	0	0	0	0	3	0	2	0	2	0	6	1	TRUE	Maria Goreti Angelino Willuweit, Agnaldo José Lopes, Arthur Sá Ferreira	2666-9676	0	NA	NA	NA
Development of a multivariate model of the six-minute walked distance to predict functional exercise capacity in hypertension	10.1016/j.jbmt.2018.01.010	http://dx.doi.org/10.1016/j.jbmt.2018.01.010	1360-8592	Journal of Bodywork & Movement Therapies	Rodrigo de Assis Ramos			2018	1645356424	0	0	0	0	2	0	1	0	1	0	56	1	TRUE	Rodrigo de Assis Ramos, Fernando Silva Guimarães, Yannis Dionyssiotis, Dorothea Tsekoura, Jannis Papathanasiou, Arthur de Sá Ferreira	1360-8592	5	2.5	0.48	A2
Diagnostic accuracy of the clinical indicators to identify central sensitization pain in patients with musculoskeletal pain	10.1186/s40945-020-00095-7	http://dx.doi.org/10.1186/s40945-020-00095-7	2057-0082	Archives of Physiotherapy	Juliana Valentim Bittencourt			2021	1616774402	0	0	0	0	85	0	54	0	54	0	81	34	TRUE	Juliana Valentim Bittencourt, Ana Carolina de Melo Magalhães Amaral, Pedro Vidinha Rodrigues, Leticia Amaral Corrêa, Bruno Moreira Silva, Felipe José Jandre Reis, Leandro Alberto Calazans Nogueira	2057-0082	6	2.9	0.67	B2
Diaphragm ultrasonography in adults with sickle cell anemia: evaluation of morphological and functional aspects	10.1080/16078454.2020.1833506	http://dx.doi.org/10.1080/16078454.2020.1833506	1024-5332	Hematology	Rachel Zeitoune			2020	1604869492	1	0	0	0	1	0	0	0	1	0	23	1	TRUE	Rachel Zeitoune, Roberto Mogami, Ana Celia Baptista Koifman, Agnaldo Jose Lopes, Andrea Ribeiro Soares, Rosangela Aparecida Gomes Martins, Maria Christina Paixão Maioli	1024-5332	3	2.9	0.543	B2
Does low-normal serum TSH level adversely impact cognition in elderly adults and might methimazole therapy improve outcomes?	10.1507/endocrj.ej15-0458	http://dx.doi.org/10.1507/endocrj.ej15-0458	0918-8959	Endocrine Journal	Dhi&atilde;nah Santini de Oliveira Chachamovitz			2016	1640779013	0	0	0	0	1	0	1	0	1	0	65	1	TRUE	Dhi&atilde;nah Santini de Oliveira Chachamovitz, Patr&iacute;cia dos Santos Vig&aacute;rio, Silvana Oliveira e Silva, Let&iacute;cia B. B. de Mello Teixeira, Michele Lopes Fagundes, M&aacute;rio Vaisman, Patr&iacute;cia de F. dos S. Teixeira	0918-8959	11	4.5	0.663	B2
Does the painDETECT questionnaire identify impaired conditioned pain modulation in people with musculoskeletal pain? – a diagnostic accuracy study	10.1186/s40945-023-00171-8	http://dx.doi.org/10.1186/s40945-023-00171-8	2057-0082	Archives of Physiotherapy	Juliana Valentim Bittencourt			2023	1712103613	0	0	0	0	64	0	49	0	49	0	12	28	TRUE	Juliana Valentim Bittencourt, Eduardo Gallas Leivas, Arthur de Sá Ferreira, Leandro Alberto Calazans Nogueira	2057-0082	0	2.9	0.67	B2
Does the type of visual feedback information change the control of standing balance?	10.1007/s00421-016-3434-7	http://dx.doi.org/10.1007/s00421-016-3434-7	1439-6319	European Journal of Applied Physiology	Fabio dos Anjos			2016	1650848417	0	0	0	0	8	0	8	0	8	0	59	6	FALSE	Fabio dos Anjos, Thiago Lemos, Luís Aureliano Imbiriba	1439-6319	15	5.8	1.016	A2
Double threshold receiver operating characteristic plot for three-modal continuous predictors	10.1007/s00180-021-01080-9	http://dx.doi.org/10.1007/s00180-021-01080-9	0943-4062	Computational Statistics	Arthur De Sá Ferreira			2021	1641295782	0	0	0	0	11	0	6	0	6	0	3	3	FALSE	Arthur De Sá Ferreira, Ney Meziat-Filho, Ana Paula Antunes Ferreira	0943-4062	1	2.3	0.566	B1
